"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","117396","107965","103586","105038","95689","90421","246","13","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_0-0"
"track2","117396","100682","98006","98328","91091","83748","287","29","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-235"
"track3","117396","102303","99612","99939","93035","85059","291","33","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-230"
"track4","117396","103190","100458","100830","94027","85783","292","32","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-225"
"track5","117396","104317","101542","101907","95145","86684","298","34","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_235-220"
"track6","117396","98556","95708","96260","88853","81593","286","26","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-240"
"track7","117396","99888","97068","97543","90568","83152","288","30","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-235"
"track8","117396","101418","98593","99037","92331","84326","291","32","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-230"
"track9","117396","102243","99379","99877","93268","85016","292","32","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-225"
"track10","117396","103318","100430","100891","94364","85932","299","35","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_240-220"
"track11","117396","94776","92157","92566","85230","78382","286","24","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-245"
"track12","117396","96729","93987","94475","86952","79805","287","25","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-240"
"track13","117396","97964","95237","95678","88605","81248","287","30","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-235"
"track14","117396","99343","96608","97065","90273","82333","292","29","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-230"
"track15","117396","100078","97310","97754","91127","82933","293","31","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_245-225"
"track16","117396","71532","69626","69802","65076","60045","261","5","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-250"
"track17","117396","87719","85333","85711","79309","72923","278","18","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-245"
"track18","117396","89398","86987","87366","80744","74109","280","17","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-240"
"track19","117396","90368","87972","88266","81949","75305","282","20","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-235"
"track20","117396","91425","88983","89307","83337","76158","285","22","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-230"
"track21","117396","91989","89548","89861","84131","76652","286","21","Truncq_2","rmphix_FALSE","MaxEE_2-2","TruncLen_250-225"
