"","input","filtered","denoisedF","denoisedR","merged","nonchim","assignes","badassignes","PRM_TRUNCQ","PRM_RMPHIX","PRM_MAXEE","Trunclen"
"track1","59546","59148","43729","38572","27809","12080","549","347","Truncq_1","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track2","59546","59333","43885","38702","27934","12172","550","348","Truncq_2","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track3","59546","59333","43885","38702","27934","12172","551","347","Truncq_4","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track4","59546","59334","42403","35604","26549","11890","468","194","Truncq_8","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track5","59546","48759","38235","33145","21282","10724","233","110","Truncq_16","rmphix_TRUE","MaxEE_Inf-Inf","TruncLen_0-0"
"track6","59546","29554","24389","24192","18033","8143","344","255","Truncq_1","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track7","59546","29669","24472","24265","18110","8210","345","256","Truncq_2","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track8","59546","29669","24472","24265","18110","8210","346","255","Truncq_4","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track9","59546","44608","36433","31155","25374","11680","389","188","Truncq_8","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track10","59546","48759","38235","33145","21282","10724","232","111","Truncq_16","rmphix_TRUE","MaxEE_1-1","TruncLen_0-0"
"track11","59546","38667","31998","30896","22970","10467","413","306","Truncq_1","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track12","59546","38801","32130","31007","23045","10422","410","306","Truncq_2","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track13","59546","38801","32130","31007","23045","10422","411","305","Truncq_4","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track14","59546","48714","38675","32747","25817","11429","395","190","Truncq_8","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track15","59546","48759","38235","33145","21282","10724","233","110","Truncq_16","rmphix_TRUE","MaxEE_2-2","TruncLen_0-0"
"track16","59546","46018","38195","35374","26455","11703","463","331","Truncq_1","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track17","59546","46172","38324","35457","26469","11688","459","332","Truncq_2","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track18","59546","46172","38324","35457","26469","11688","460","331","Truncq_4","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track19","59546","52089","40844","33796","26560","11863","417","191","Truncq_8","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track20","59546","48759","38235","33145","21282","10724","232","111","Truncq_16","rmphix_TRUE","MaxEE_4-4","TruncLen_0-0"
"track21","59546","49412","40749","36993","27698","12133","485","334","Truncq_1","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track22","59546","49574","40904","37082","27725","12187","489","332","Truncq_2","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track23","59546","49574","40904","37082","27725","12187","489","332","Truncq_4","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track24","59546","54165","41974","34298","26795","11955","443","192","Truncq_8","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
"track25","59546","48759","38235","33145","21282","10724","233","110","Truncq_16","rmphix_TRUE","MaxEE_6-6","TruncLen_0-0"
